id,name,icon,description,image,vocation_id,prerequisites,xp_cost,free_advances,stat_minimums,stat_maximums,enabled
warrior,Warrior,⚔️,A fighter trained for battle.,classes/Class_Overview_warrior.png,,,1000,mercenary;knight;barbarian,"{""fighting"":4,""endurance"":3}","{""entertaining"":2,""wisdom"":3,""endurance"":6,""fighting"":7,""will"":4,""awareness"":5,""crafting"":3,""persuasion"":4,""knowledge"":2,""stealth"":3,""intelligence"":2,""marksmanship"":5,""influence"":3,""thievery"":2,""agility"":7,""deception"":4,""athletics"":7,""healing"":3,""survival"":4,""animal_handling"":4}",TRUE
watchman,Watchman,👁️,A guard who patrols and watches.,classes/Class_Overview_watchman.png,,,750,investigator;sentinel,"{""fighting"":2,""awareness"":3}","{""wisdom"":3,""agility"":5,""entertaining"":2,""thievery"":2,""knowledge"":2,""influence"":4,""healing"":2,""intelligence"":2,""endurance"":5,""will"":4,""persuasion"":4,""crafting"":3,""athletics"":5,""stealth"":4,""fighting"":5,""awareness"":6,""survival"":3,""animal_handling"":3,""marksmanship"":4,""deception"":3}",TRUE
whisperer,Whisperer,🤫,A spreader of secrets and rumors.,classes/Class_Overview_whisperer.png,,,1000,courtier;spy,"{""stealth"":4,""influence"":2,""deception"":4}","{""influence"":6,""animal_handling"":3,""fighting"":2,""deception"":8,""stealth"":5,""entertaining"":4,""knowledge"":5,""intelligence"":5,""endurance"":3,""agility"":4,""thievery"":3,""healing"":2,""survival"":3,""marksmanship"":2,""persuasion"":7,""wisdom"":4,""crafting"":3,""will"":4,""awareness"":7,""athletics"":3}",TRUE
whore,Whore,💋,A seller of companionship.,classes/Class_Overview_whore.png,,,300,courtesan;spy,"{""entertaining"":2}","{""intelligence"":3,""persuasion"":7,""crafting"":3,""influence"":5,""entertaining"":6,""deception"":6,""stealth"":3,""thievery"":2,""fighting"":2,""athletics"":4,""survival"":3,""healing"":2,""endurance"":4,""marksmanship"":2,""agility"":4,""awareness"":5,""knowledge"":3,""animal_handling"":2,""wisdom"":3,""will"":3}",TRUE
wildling,Wildling,🌲,A person from beyond civilization.,classes/Class_Overview_wildling.png,,,0,barbarian;hunter;forager,{},"{""animal_handling"":6,""knowledge"":2,""influence"":2,""endurance"":8,""agility"":7,""stealth"":6,""healing"":4,""wisdom"":4,""thievery"":4,""athletics"":8,""fighting"":6,""awareness"":6,""will"":5,""entertaining"":3,""marksmanship"":6,""deception"":4,""persuasion"":3,""intelligence"":2,""crafting"":4,""survival"":9}",TRUE
witch,Witch,🧹,A practitioner of folk magic.,classes/Class_Overview_witch.png,,,1500,druid;shaman,"{""will"":3,""intelligence"":3,""knowledge"":2}","{""crafting"":5,""healing"":5,""athletics"":4,""survival"":5,""endurance"":5,""knowledge"":6,""awareness"":9,""stealth"":6,""deception"":7,""influence"":3,""wisdom"":8,""agility"":4,""intelligence"":5,""thievery"":4,""will"":9,""marksmanship"":3,""fighting"":3,""entertaining"":5,""persuasion"":6,""animal_handling"":6}",TRUE
witchhunter,Witchhunter,🔥,A hunter of dark magic users.,classes/Class_Overview_witchhunter.png,,mage;bountyhunter;zealot;knight;priest,2500,inquisitor;spy,"{""fighting"":4,""awareness"":4,""will"":3}","{""awareness"":6,""knowledge"":6,""marksmanship"":6,""will"":6,""wisdom"":7,""healing"":3,""agility"":7,""animal_handling"":5,""survival"":4,""athletics"":7,""stealth"":6,""intelligence"":6,""influence"":8,""fighting"":7,""persuasion"":5,""thievery"":3,""entertaining"":3,""deception"":7,""crafting"":3,""endurance"":7}",TRUE
wizard,Wizard,🧙,A learned master of arcane arts.,classes/Class_Overview_wizard.png,,mage,3000,warmage;necromancer;thaumaturge,"{""will"":4,""intelligence"":5,""knowledge"":4}","{""intelligence"":9,""knowledge"":9,""animal_handling"":6,""stealth"":5,""influence"":5,""athletics"":2,""wisdom"":6,""survival"":3,""deception"":6,""awareness"":6,""healing"":4,""persuasion"":5,""thievery"":4,""will"":6,""marksmanship"":6,""crafting"":8,""agility"":2,""endurance"":2,""fighting"":2,""entertaining"":5}",TRUE
woodsman,Woodsman,🪓,A forest dweller and lumberjack.,classes/Class_Overview_woodsman.png,,,600,hunter;ranger,"{""endurance"":2,""survival"":3,""athletics"":2}","{""fighting"":4,""awareness"":2,""animal_handling"":7,""entertaining"":2,""persuasion"":2,""healing"":3,""influence"":2,""survival"":9,""athletics"":7,""intelligence"":2,""stealth"":4,""agility"":5,""will"":2,""endurance"":9,""deception"":2,""thievery"":2,""marksmanship"":8,""crafting"":7,""wisdom"":2,""knowledge"":2}",TRUE
yeoman,Yeoman,🏡,A free farmer of modest means.,classes/Class_Overview_yeoman.png,,villager;farmer;woodsman;merchant;tavernhelp,0,,"{""animal_handling"":2,""survival"":2}","{""influence"":7,""deception"":2,""marksmanship"":5,""fighting"":6,""awareness"":4,""wisdom"":2,""will"":3,""survival"":6,""athletics"":4,""knowledge"":4,""entertaining"":2,""stealth"":6,""crafting"":4,""intelligence"":3,""animal_handling"":4,""persuasion"":2,""endurance"":5,""thievery"":2,""healing"":2,""agility"":4}",TRUE
zealot,Zealot,🔥,A fanatical religious devotee.,classes/Class_Overview_zealot.png,,monk;nun;priest;shaman;witch,2000,witchhunter;paladin,"{""will"":5,""fighting"":3}","{""fighting"":3,""influence"":6,""healing"":2,""endurance"":5,""awareness"":4,""entertaining"":8,""intelligence"":2,""agility"":4,""stealth"":4,""thievery"":2,""marksmanship"":2,""animal_handling"":2,""survival"":3,""knowledge"":2,""crafting"":2,""will"":7,""deception"":6,""athletics"":5,""wisdom"":4,""persuasion"":9}",TRUE
